sid,gid,gname,sname,fname,pinyin,abbr,tid,tname,pid,pname,nickname,company,join_day,height,birth_day,star_sign_12,star_sign_48,birth_place,speciality,hobby,experience,catch_phrase,weibo_uid,weibo_verifier,blood_type,tieba_kw,status
10189,10,SNH,李玉倩,李 玉倩,Li YuQian,LYQ,106,Ft,1009,SNH48 九期生,萌萌,上海丝芭文化传媒集团有限公司,2018-02-03,164,05.28,双子座,自由双子座，自由的一周，5.25-6.2,中国 安徽 ,画画,画画、手工,2018.02.03 加入SNH48九期生<br>2018.02.03 加入SNH48TeamFt队（TeamFt）,大家好，我是SNH48 Team Ft的李玉倩。,6502260525,42c4bcd1,-,snh48,99
10185,10,SNH,马凡,马 凡,Ma Fan,MF,106,Ft,1008,SNH48 八期生,小黑,上海丝芭文化传媒集团有限公司,2017-10-04,160,03.20,双鱼座,双鱼白羊座，新生的交界，3.19-3.24,中国 四川 ,唱歌、跳舞,唱歌、跳舞、看美剧、怼人,2017.10.04 加入SNH48八期生<br>2017.10.04 加入SNH48TeamN队（TeamNII）<br>2018.02.03 加入SNH48TeamFt队（TeamFt）<br>2018.04.27 兼任 Team N队（Team NII）,大家好，我是SNH48  TeamFt的马凡。,6199948731,ef32a55a,-,snh48,99
10191,10,SNH,王溪源,王 溪源,Wang XiYuan,WXY,106,Ft,1009,SNH48 九期生,幻儿,上海丝芭文化传媒集团有限公司,2018-02-03,168,05.16,金牛座,纯真金牛座，纯真的一周，5.11-5.18,中国 云南 ,跳舞,跳舞、打游戏、COSPLY,2018.02.03 加入SNH48九期生<br>2018.02.03 加入SNH48TeamFt队（TeamFt）<br>2018.05.18 兼任 Team H队（Team HII）,大家好，我是SNH48 Team Ft的王溪源。,6502570395,42c4bcd1,B,snh48,99
10192,10,SNH,王欣颜甜甜,王 欣颜甜甜,Wang XinYanTianTian,WXYTT,106,Ft,1009,SNH48 九期生,甜甜,上海丝芭文化传媒集团有限公司,2018-02-03,163,09.13,处女座,真我处女座，真我的一周，9.11-9.18,中国 贵州 ,声乐、芭蕾、播音、主持、小提琴、吉他,唱歌、古诗词,2018.02.03 加入SNH48九期生<br>2018.02.03 加入SNH48TeamFt队（TeamFt）,大家好，我是SNH48 Team Ft的王欣颜甜甜。,6502264178,42c4bcd1,-,snh48,99
10193,10,SNH,杨令仪,杨 令仪,Yang LingYi,YLY,106,Ft,1009,SNH48 九期生,01,上海丝芭文化传媒集团有限公司,2018-02-03,166,04.15,白羊座,先锋白羊座，先锋的一周，4.11-4.18,中国 湖北 ,唱歌、跳舞、阿卡贝拉、打游戏,架子鼓、唱歌,2018.02.03 加入SNH48九期生<br>2018.02.03 加入SNH48TeamFt队（TeamFt）,大家好，我是SNH48 Team Ft的杨令仪。,6502566940,42c4bcd1,O,snh48,99
10194,10,SNH,杨美琪,杨 美琪,Yang MeiQi,YMQ,106,Ft,1009,SNH48 九期生,琪琪,上海丝芭文化传媒集团有限公司,2018-02-03,164,08.12,狮子座,领导狮子座，领导的一周，8.11-8.18,中国 安徽 ,跳舞,追剧、唱歌、跳舞,2018.02.03 加入SNH48九期生<br>2018.02.03 加入SNH48TeamFt队（TeamFt）,大家好，我是SNH48 Team Ft的杨美琪。,6502562901,42c4bcd1,-,snh48,99
10200,10,SNH,张敏淇,张 敏淇,Zhang MinQi,ZMQ,106,Ft,1010,SNH48 十期生,球球、阿球,上海丝芭文化传媒集团有限公司,2018-07-14,162,12.17,射手座,泰坦神射手座，巨人的一周，12.11-12.18,中国 广东 ,唱歌,唱歌、烹饪游戏,2018.07.14 加入SNH48十期生<br>2018.07.14 加入SNH48TeamFt队（TeamFt）,大家好，我是SNH48 Team Ft的张敏淇。,6598562902,0a093f30,-,snh48,99
10196,10,SNH,周诗雨,周 诗雨,Zhou ShiYu,ZSY,106,Ft,1009,SNH48 九期生,周周,上海丝芭文化传媒集团有限公司,2018-02-03,164,04.11,白羊座,先锋白羊座，先锋的一周，4.11-4.18,中国 江苏 ,跳舞,电影、看书、跳舞,2018.02.03 加入SNH48九期生<br>2018.02.03 加入SNH48TeamFt队（TeamFt）,大家好，我是SNH48 Team Ft的周诗雨。,6502570880,42c4bcd1,O,snh48,99
10195,10,SNH,张茜,张 茜,Zhang Xi,ZX,106,Ft,1009,SNH48 九期生,西子,上海丝芭文化传媒集团有限公司,2018-02-03,157,08.27,处女座,系统化处女座，系统化的一周，8.26-9.2,中国 甘肃 ,舞蹈,舞蹈、手工,2018.02.03 加入SNH48九期生<br>2018.02.03 加入SNH48TeamFt队（TeamFt）<br>2018.04.27 兼任 Team N队（Team NII）,大家好，我是SNH48 Team Ft的张茜。,6502568319,42c4bcd1,-,snh48,99
10197,10,SNH,朱小丹,朱 小丹,Zhu XiaoDan,ZXD,106,Ft,1009,SNH48 九期生,毛蛋,上海丝芭文化传媒集团有限公司,2018-02-03,166,05.21,双子座,金牛双子座，活力的交界，5.19-5.24,中国 上海 ,傣族舞、唱歌,唱歌、吃鸡、睡觉,2018.02.03 加入SNH48九期生<br>2018.02.03 加入SNH48TeamFt队（TeamFt）,大家好，我是SNH48 Team Ft的朱小丹。,6502268109,42c4bcd1,-,snh48,99
10144,10,SNH,黄彤扬,黄 彤扬,Huang TongYang,HTY,150,预备生,1006,SNH48 六期生,UK,上海丝芭文化传媒集团有限公司,2016-03-26,165,01.28,水瓶座,天才水瓶座，天才的一周，1.23-1.30,中国 福建 ,尤克丽丽、变成五层眼皮,手机玩具（妖怪手表）、茶饮料、小紫苏,2016.03.26 加入SNH48六期生<br>2016.03.26 加入SNH48TeamN队（TeamNII）<br>2018.02.03 加入SNH48Team预备生,大家好，我是最喜欢夏天的UK,5863498042,2fdecde0,O,snh48,99
10152,10,SNH,吕梦莹,吕 梦莹,Lv MengYing,LMY,150,预备生,1006,SNH48 六期生,小笨蛋,上海丝芭文化传媒集团有限公司,2016-03-26,165,07.28,狮子座,权威狮子座，权威的一周，7.26-8.2,中国 上海 ,跳舞,吉他,2016.03.26 加入SNH48六期生<br>2016.03.26 加入SNH48TeamXII队（TeamXII）<br>2018.02.03 加入SNH48Team预备生,让你魂牵梦萦的是吕梦莹,5861952965,2fdecde0,B,snh48,99
10057,10,SNH,李清扬,李 清扬,Li QingYang,LQY,150,预备生,1003,SNH48 三期生,kuma,上海丝芭文化传媒集团有限公司,2014-07-26,168,06.16,双子座,追寻双子座，追寻的一周，6.11-6.18,中国 湖北 ,摄影、贝斯,动漫、看书、可爱的东西,2014.07.26 加入SNH48三期生<br>2014.09.05 加入SNH48TeamH队（TeamHII）<br>2018.02.03 加入SNH48Team预备生,可爱就是正义，正义就是kuma。,5231168847,8b76826b,AB,snh48,99
10176,10,SNH,林歆源,林 歆源,Lin XinYuan,LXY,150,预备生,1008,SNH48 八期生,木里,上海丝芭文化传媒集团有限公司,2017-06-07,163,06.02,双子座,自由双子座，自由的一周，5.25-6.2,中国 浙江 ,日语、画画、钢琴,看电影、画画,2017.06.07 加入SNH48八期生<br>2017.06.07 加入SNH48TeamXII队（TeamXII）<br>2018.02.03 加入SNH48Team预备生,大家好，我是SNH48 Team XII的林歆源。,6261962223,f4d3ae51,A,snh48,99
10158,10,SNH,刘瀛,刘 瀛,Liu Ying,LY,150,预备生,1007,SNH48 七期生,yooyoung,上海丝芭文化传媒集团有限公司,2016-09-15,169,02.08,水瓶座,接纳水瓶座，接纳的一周，2.8-2.15,中国 湖北 ,舞蹈、钢琴,唱歌、跳舞、LOL,2016.09.15 加入SNH48七期生<br>2016.09.15 加入SNH48TeamN队（TeamNII）<br>2018.02.03 加入SNH48Team预备生,-,6022570907,529281fc,A,snh48,99
10154,10,SNH,潘燕琦,潘 燕琦,Pan YanQi,PYQ,150,预备生,1007,SNH48 七期生,S 、Pinky,上海丝芭文化传媒集团有限公司,2016-09-15,166,05.25,双子座,自由双子座，自由的一周，5.25-6.2,中国 浙江 ,舞蹈,舞蹈,2016.09.15 加入SNH48七期生<br>2016.09.15 加入SNH48TeamS队（TeamSII）<br>2018.02.03 加入SNH48Team预备生,大家好我是snh48 team SⅡ的潘燕琦,6020242374,b3dc3a7a,B,snh48,99
10175,10,SNH,孙亚萍,孙 亚萍,Sun YaPing,SYP,150,预备生,1008,SNH48 八期生,小螃蟹,上海丝芭文化传媒集团有限公司,2017-09-07,171,07.06,巨蟹座,个性巨蟹座，个性的一周，7.3-7.10,中国 安徽 ,做甜品,画画,2017.09.07 加入SNH48八期生<br>2017.09.07 加入SNH48TeamX队（TeamX）<br>2018.02.03 加入SNH48Team预备生,大家好，我是SNH48 Team X的孙亚萍。,6357065910,2750326c,-,snh48,99
10011,10,SNH,沈之琳,沈 之琳,Shen ZhiLin,SZL,150,预备生,1002,SNH48 二期生,小双,上海丝芭文化传媒集团有限公司,2013-08-18,163,11.26,射手座,独立射手座，独立的一周，11.25-12.2,中国 上海 ,唱歌、画画、设计、日语,唱歌、画画、日剧、足球,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamS队（TeamSII）<br>2018.02.03 加入SNH48Team预备生,天灵灵，地灵灵，我是你们的神灵,3668820134,7a3b937f,-,snh48,99
10064,10,SNH,王柏硕,王 柏硕,Wang BaiShuo,WBS,150,预备生,1003,SNH48 三期生,sukey,上海丝芭文化传媒集团有限公司,2014-07-26,163,12.12,射手座,泰坦神射手座，巨人的一周，12.11-12.18,中国 山东 ,钢琴,唱歌、看书、放空,2014.07.26 加入SNH48三期生<br>2014.09.05 加入SNH48TeamH队（TeamHII）<br>2018.02.03 加入SNH48Team预备生,敢爱敢恨的射手座女生王柏硕，用心唱歌给喜欢的你听。,5230465572,48269f59,O,snh48,99
10066,10,SNH,吴燕文,吴 燕文,Wu YanWen,WYW,150,预备生,1003,SNH48 三期生,兔兔,上海丝芭文化传媒集团有限公司,2014-07-26,168,10.18,天秤座,戏剧天秤座，戏剧的一周，10.11-10.18,中国 河南 ,舞蹈、吉他、主持、茶艺,阅读、看电影、吃甜品、发呆、跳舞,2014.07.26 加入SNH48三期生<br>2014.09.05 加入SNH48TeamH队（TeamHII）<br>2015.02.13 H队副队长任命<br>2017.03.03 H队队长任命<br>2018.02.03 SNH48TeamH队（TeamHII）队长卸任<br>2018.02.03 加入SNH48Team预备生,-,5230875267,48269f59,AB,snh48,99
10165,10,SNH,姚祎纯,姚 祎纯,Yao YiChun,YYC,150,预备生,1007,SNH48 七期生,纯纯,上海丝芭文化传媒集团有限公司,2016-10-28,170,04.28,金牛座,展现金牛座，展现的一周，4.25-5.2,中国 江苏 ,唱歌、昆曲 、跳舞,唱歌、昆曲、旅游、追剧,2016.10.28 加入SNH48七期生<br>2016.10.28 加入SNH48TeamX队（TeamX）<br>2018.02.03 加入SNH48Team预备生,-,6022589086,529281fc,A,snh48,99
10140,10,SNH,张文静,张 文静,Zhang WenJing,ZWJ,150,预备生,1005,SNH48 五期生,小苹果,上海丝芭文化传媒集团有限公司,2015-07-25,160,01.14,摩羯座,支配摩羯座，支配的一周，1.10-1.16,中国 上海 ,摄影、表演、唱歌、日语,手工、素描、摄影、钓鱼、做甜点,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2018.02.03 加入SNH48Team预备生,酸酸甜甜就是我，我是你的小苹果，大家好，我是snh48五期生张文静。,5787012546,f74b1150,-,snh48,99
10155,10,SNH,赵韩倩,赵 韩倩,Zhao HanQian,ZHQ,101,SII,1007,SNH48 七期生,大钳子,上海丝芭文化传媒集团有限公司,2016-09-15,163,07.13,巨蟹座,说客巨蟹座，说客的一周，7.11-7.18,中国 浙江 ,跳舞,唱歌、吃肉、发呆、大笑,2016.09.15 加入SNH48七期生<br>2016.09.15 加入SNH48TeamS队（TeamSII）,论谁与我争宠我用大钳子吓死你，大家好我是赵大钳赵韩倩,6022034041,b3dc3a7a,O,snh48,44
10018,10,SNH,赵嘉敏,赵 嘉敏,Zhao JiaMin,ZJM,101,SII,1001,SNH48 一期生,savoki,上海丝芭文化传媒集团有限公司,2012-10-14,166,07.22,巨蟹座,巨蟹狮子座，摆荡的交界，7.19-7.25,中国 广东 ,舞蹈、翻跟斗,舞蹈、运动、旅游,2012.10.14 加入SNH48一期生<br>2013.04.17 一期生审查通过认可为SNH48正式一期生<br>2013.11.11 加入SNH48TeamS队（TeamSII）<br>2014.07.26 SNH48第一届总决选第三名<br>2015.07.25 SNH48第二届总决选第一名,S、A、V、O、K、I 大家好我是 snh48 的 savoki 赵嘉敏。,3054571717,ce712180,O,赵嘉敏,44
10021,10,SNH,陈问言,陈 问言,Chen WenYan,CWY,102,NII,1002,SNH48 二期生,豆芽,上海丝芭文化传媒集团有限公司,2014-04-17,165,01.27,水瓶座,天才水瓶座，天才的一周，1.23-1.30,中国 广东 ,跳舞、粤语歌、脱口秀,唱歌、吃田螺,2014.04.17 加入SNH48二期生TeamN队（TeamNII）<br>2017.11.18 SNH48 GROUP第三届风尚大赏第十五名,大家好，我是话又多问题又多的陈问言，大家可以叫我豆芽或者言言。,5103897733,506ffa52,-,snh48,44
10022,10,SNH,董艳芸,董 艳芸,Dong YanYun,DYY,102,NII,1002,SNH48 二期生,芸子,上海丝芭文化传媒集团有限公司,2013-08-18,166,02.24,双鱼座,心灵双鱼座，心灵的一周，2.23-3.2,中国 福建 ,做甜品、看手相,做甜品、cosplay、汉服、跳舞,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamN队（TeamNII）,我是黑眼圈如同熊猫的董艳芸，大家可以叫我芸子。,3675584885,7a3b937f,-,snh48,44
10179,10,SNH,葛佳慧,葛 佳慧,Ge JiaHui,GJH,102,NII,1008,SNH48 八期生,小葛、葛葛、Julie,上海丝芭文化传媒集团有限公司,2017-09-10,160,08.01,狮子座,权威狮子座，权威的一周，7.26-8.2,中国 江苏 ,爵士作曲、流行音樂製作、美聲歌劇演唱、英語、鋼琴、文案創作、次中音薩克斯、中提琴,烘焙、写作,2017.09.10 加入SNH48八期生<br>2017.09.10 加入SNH48TeamN队（TeamNII）,大家好，我是SNH48 Team NII的葛佳慧。,6357093073,2750326c,A,snh48,44
10171,10,SNH,郭倩芸,郭 倩芸,Guo QianYun,GQY,102,NII,1008,SNH48 八期生,小哥哥,上海丝芭文化传媒集团有限公司,2017-04-29,170,04.04,白羊座,星星白羊座，星星的一周，4.3-4.10,中国 江苏 ,健身、电竞、游泳,动漫、游戏、跳舞,2017.04.29 加入SNH48八期生<br>2017.04.29 加入SNH48TeamH队（TeamHII）<br>2018.02.03 加入SNH48TeamN队（TeamNII）,大家好我是snh48 Team HII 的郭倩芸。,6225986919,598a2a2b,B,snh48,44
10024,10,SNH,龚诗淇,龚 诗淇,Gong ShiQi,GSQ,102,NII,1002,SNH48 二期生,17,上海丝芭文化传媒集团有限公司,2013-08-18,165,05.05,金牛座,老师金牛座，老师的一周，5.3-5.10,中国 重庆 ,思维敏捷、相声属性,看书、看电影、逛街、吃吃吃,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamN队（TeamNII）<br>2014.07.26 SNH48第一届总决选第十二名<br>2015.07.25 SNH48第二届总决选第十八名<br>2016.07.30 SNH48第三届总决选第十七名,用圆圆的脸治愈你们的心，大家好我是teamN2的龚诗淇，大家可以叫我十七或者圆酱,3705939425,cf37004f,-,snh48,44
10054,10,SNH,郝婉晴,郝 婉晴,Hao WanQing,HWQ,102,NII,1003,SNH48 三期生,晴格格,上海丝芭文化传媒集团有限公司,2014-07-26,165,11.01,天蝎座,强烈天蝎座，强烈的一周，10.26-11.2,中国 山东 ,冷笑话、自创一些搞笑的东西,赛车、恐怖片、喜剧片、阅读,2014.07.26 加入SNH48三期生<br>2014.09.05 加入SNH48TeamH队（TeamHII）<br>2015.07.25 SNH48第二届总决选第三十名<br>2017.07.29 SNH48 GROUP第四届总决选第五十一名<br>2018.02.03 加入SNH48TeamN队（TeamNII）,叮铃铃叮铃铃，每天给晴格格请安都要说闷闷哒,5229579490,8b76826b,B,snh48,44
10157,10,SNH,刘菊子,刘 菊子,Liu JuZi,LJZ,102,NII,1007,SNH48 七期生,橘子,上海丝芭文化传媒集团有限公司,2016-09-15,165,12.12,射手座,泰坦神射手座，巨人的一周，12.11-12.18,中国 湖北 ,舞蹈、主持、平面、电吉他、架子鼓、绘画,音乐、旅游、摄影、美食,2016.09.15 加入SNH48七期生<br>2016.09.15 加入SNH48TeamN队（TeamNII）,每天都要吃橘子,6020769478,529281fc,A,snh48,44
10063,10,SNH,刘佩鑫,刘 佩鑫,Liu PeiXin,LPX,102,NII,1003,SNH48 三期生,背心,上海丝芭文化传媒集团有限公司,2014-07-26,170,01.11,摩羯座,支配摩羯座，支配的一周，1.10-1.16,中国 辽宁 ,翻跟头、游泳、深度睡眠、演艺发呆,舞蹈、收藏、汉服、lolita、模型、melody,2014.07.26 加入SNH48三期生<br>2014.09.05 加入SNH48TeamH队（TeamHII）<br>2015.07.25 SNH48第二届总决选第二十七名<br>2016.07.30 SNH48第三届总决选第三十七名<br>2018.02.03 加入SNH48TeamN队（TeamNII）<br>2018.02.03 兼任 TeamFt队（TeamFt）,背心，背心，温暖你心，鱼酱，鱼酱，伴你成长。,5230468891,48269f59,-,snh48,44
10032,10,SNH,孟玥,孟 玥,Meng Yue,MY,102,NII,1002,SNH48 二期生,船长,上海丝芭文化传媒集团有限公司,2013-08-18,167,06.13,双子座,追寻双子座，追寻的一周，6.11-6.18,中国 吉林 ,RAP、外语、演戏,逛沙龙、香水,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamN队（TeamNII）<br>2015.07.25 SNH48第二届总决选第三十二名,moon prism power——make up！大家好我是我是snh48 team n2的孟玥。,3700231960,cf37004f,A,snh48,44
10033,10,SNH,唐安琪,唐 安琪,Tang AnQi,TAQ,102,NII,1002,SNH48 二期生,小天使、安琪,上海丝芭文化传媒集团有限公司,2013-08-18,168,09.07,处女座,神秘处女座，谜样的一周，9.3-9.10,中国 湖北 ,唱歌、配音,看书、旅游,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamN队（TeamNII）<br>2015.07.25 SNH48第二届总决选第二十八名,天使见习唐安琪，降临剧场来见你。,3675587802,7a3b937f,A,snh48,44
10160,10,SNH,徐真,徐 真,Xu Zhen,XZ,102,NII,1007,SNH48 七期生,余点,上海丝芭文化传媒集团有限公司,2016-09-15,162,03.23,白羊座,双鱼白羊座，新生的交界，3.19-3.24,中国 上海 ,芭蕾、游泳,幻想、做饭、手账.,2016.09.15 加入SNH48七期生<br>2016.09.15 加入SNH48TeamN队（TeamNII）,盼星星盼月亮不如盼雨点大家好我是余点,6020242753,b3dc3a7a,A,snh48,44
10133,10,SNH,严佼君,严 佼君,Yan JiaoJun,YJJ,102,NII,1005,SNH48 五期生,渊渊、小仓鼠,上海丝芭文化传媒集团有限公司,2015-07-25,162,04.29,金牛座,展现金牛座，展现的一周，4.25-5.2,中国 湖北 ,吉他、弹唱、配音、主持、烹饪,唱歌、跳舞、弹吉他、配音、讲段子、做甜品,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.07.30 SNH48第三届总决选第三十六名<br>2017.07.29 SNH48 GROUP第四届总决选第三十名<br>2018.02.03 加入SNH48TeamN队（TeamNII）,爱吃西瓜，更爱弹吉他。大家好我是snh48五期生严佼君，你们可以叫我小仓鼠。,5786679436,f74b1150,O,snh48,44
10103,10,SNH,周怡,周 怡,Zhou Yi,ZY,102,NII,1005,SNH48 五期生,碎碎,上海丝芭文化传媒集团有限公司,2015-07-25,162,06.13,双子座,追寻双子座，追寻的一周，6.11-6.18,中国 浙江 ,天然呆、卖萌、cos、电玩、游戏、魔兽世界,古筝、宅舞、爵士、lolita洋装,2015.07.25 加入SNH48五期生<br>2015.09.13 加入SNH48TeamN队（TeamNII）,睁开双眼的碎美人，只为在下一秒见到你，大家好，我是snh48TeamNII的周怡，大家可以叫我碎碎！,5693244741,49503d9e,-,snh48,44
10038,10,SNH,曾艳芬,曾 艳芬,Zeng YanFen,ZYF,102,NII,1002,SNH48 二期生,撸力,上海丝芭文化传媒集团有限公司,2013-08-18,158,01.30,水瓶座,天才水瓶座，天才的一周，1.23-1.30,中国 广东 ,唱歌、跳舞,音乐、影视、摄影、文学,2013.08.18 加入SNH48二期生<br>2013.11.11 加入SNH48TeamN队（TeamNII）<br>2015.07.25 SNH48第二届总决选第九名<br>2015.10.31 SNH48第一届风尚大赏第四名<br>2016.07.30 SNH48第三届总决选第四名<br>2017.07.29 SNH48 GROUP第四届总决选第六名,大家好我是snh48 Team NII的曾艳芬。,3669076064,7a3b937f,-,snh48,44
10161,10,SNH,张雅梦,张 雅梦,Zhang YaMeng,ZYM,102,NII,1007,SNH48 七期生,丫丫,上海丝芭文化传媒集团有限公司,2016-09-15,167,04.21,金牛座,白羊金牛座，力量的交界，4.19-4.24,中国 云南 ,平面拍摄、走秀、表演,跳舞、看小说、追剧,2016.09.15 加入SNH48七期生<br>2016.09.15 加入SNH48TeamN队（TeamNII）,我有一帘幽梦只愿与你能共大家好我是张雅梦,6022563429,529281fc,A,snh48,44
10180,10,SNH,姜涵,姜 涵,Jiang Han,JH,103,HII,1008,SNH48 八期生,涵涵,上海丝芭文化传媒集团有限公司,2017-09-08,176,11.24,射手座,天蝎射手座，变革的交界，11.19-11.24,中国 上海 ,琵琶十级、主持、讲冷笑话、茶道、书法,躺着打王者荣耀吃外卖、看书、旅行,2017.09.08 加入SNH48八期生<br>2017.09.08 加入SNH48TeamH队（TeamHII）,大家好，我是SNH48 Team HII的姜涵。,6362065710,2750326c,-,snh48,44
10106,10,SNH,袁航,袁 航,Yuan Hang,YH,103,HII,1005,SNH48 五期生,小熊猫、rich,上海丝芭文化传媒集团有限公司,2015-07-25,164,05.20,金牛座,金牛双子座，活力的交界，5.19-5.24,中国 贵州 ,保密哦~,跳舞、听歌、睡觉,2015.07.25 加入SNH48五期生<br>2015.09.13 加入SNH48TeamH队（TeamHII）<br>2017.07.29 SNH48 GROUP第四届总决选第三十三名,准备好了吗？我们一起～远航！,5691250627,2ee05fd2,A,snh48,44
10170,10,SNH,曾晓雯,曾 晓雯,Zeng XiaoWen,ZXW,103,HII,1007,SNH48 七期生,雯子,上海丝芭文化传媒集团有限公司,2016-09-15,165,03.25,白羊座,孩子气白羊座，小孩的一周，3.25-4.2,中国 广东 ,平面模特、PS,听音乐、学舞蹈、看恐怖悬疑小说电影、吃甜品,2016.09.15 加入SNH48七期生<br>2016.09.15 加入SNH48TeamXII队（TeamXII）<br>2018.02.03 加入SNH48TeamH队（TeamHII）,春眠不觉晓，处处雯子咬，大家好我是曾晓雯,6019913274,529281fc,-,snh48,44
10083,10,SNH,李晶,李 晶,Li Jing,LJ,104,X,1004,SNH48 四期生,大米,上海丝芭文化传媒集团有限公司,2015-01-31,163,06.07,双子座,语言双子座，新语言的一周，6.3-6.10,中国 江苏 ,美声、跳舞、颜艺,搜集美食、看动画电影,2015.01.31 加入SNH48四期生<br>2015.04.17 加入SNH48TeamX队（TeamX）<br>2015.09.13 SNH48TeamX队（TeamX）队长任命,一闪一闪李晶晶！大米今天超开心！,5462211905,e694aa82,-,snh48,44
10148,10,SNH,林忆宁,林 忆宁,Lin YiNing,LYN,104,X,1006,SNH48 六期生,一零,上海丝芭文化传媒集团有限公司,2016-03-26,166,07.17,巨蟹座,说客巨蟹座，说客的一周，7.11-7.18,中国 上海 ,会一点日语,电竞、acg、日语,2016.03.26 加入SNH48六期生<br>2016.03.26 加入SNH48TeamX队（TeamX）,动感010.7.010做好你的朋友,5861422056,56c79838,-,snh48,44
10090,10,SNH,汪束,汪 束,Wang Shu,WS,104,X,1004,SNH48 四期生,Soku,上海丝芭文化传媒集团有限公司,2015-01-31,166,05.08,金牛座,老师金牛座，老师的一周，5.3-5.10,中国 江苏 ,cos、LOL、手工、化学,旅游、各种网游、做甜点,2015.01.31 加入SNH48四期生<br>2015.04.17 加入SNH48TeamX队（TeamX）<br>2017.07.29 SNH48 GROUP第四届总决选第四十一名,大家好我是四期生汪束。,5491330253,6ca4d59d,O,snh48,44
10167,10,SNH,徐诗琪,徐 诗琪,Xu ShiQi,XSQ,104,X,1007,SNH48 七期生,小七,上海丝芭文化传媒集团有限公司,2016-09-15,161,12.10,射手座,原创射手座，原创的一周，12.3-12.10,中国 浙江 ,钢琴、颜艺、讲段子、海豹式鼓掌,钢琴、看动漫、讲段子、自制微电影,2016.09.15 加入SNH48七期生<br>2016.09.15 加入SNH48TeamXII队（TeamXII）<br>2018.02.03 加入SNH48TeamX队（TeamX）<br>2018.07.28 SNH48 GROUP第五届总决选第四十五名,哆来咪发嗦啦西，塞纳河里游小七，大家好我是小七,6020796878,529281fc,O,snh48,44
10095,10,SNH,杨韫玉,杨 韫玉,Yang YunYu,YYY,104,X,1004,SNH48 四期生,丸子,上海丝芭文化传媒集团有限公司,2015-01-31,158,09.15,处女座,真我处女座，真我的一周，9.11-9.18,中国 贵州 ,剑道、按摩,动漫、日剧、茶道、弓道、电影,2015.01.31 加入SNH48四期生<br>2015.04.17 加入SNH48TeamX队（TeamX）<br>2016.07.30 SNH48第三届总决选第二十四名<br>2017.07.29 SNH48 GROUP第四届总决选第五十二名,走到马路口记得【别闯红灯】,5490958194,6ca4d59d,O,snh48,44
10109,10,SNH,陈音,陈 音,Chen Yin,CY,105,XII,1005,SNH48 五期生,凯琳、音宝、小音音,上海丝芭文化传媒集团有限公司,2015-07-25,159,12.05,射手座,原创射手座，原创的一周，12.3-12.10,中国 上海 ,美剧、唐朝粉、交易,吃吃吃、动漫、柯南控,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）,大家好，我是snh48五期生陈音。,5680341906,8fdcb4d4,A,snh48,44
10138,10,SNH,邹佳佳,邹 佳佳,Zou JiaJia,ZJJ,105,XII,1005,SNH48 五期生,小猪熊,上海丝芭文化传媒集团有限公司,2015-07-25,162,10.28,天蝎座,强烈天蝎座，强烈的一周，10.26-11.2,中国 四川 ,画画、发呆、犯傻、装淡定、不自觉的习惯性皱眉,唱歌、跳舞、看小说、整理东西,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）,不是小猪，也不是小熊，而是。。。小猪熊。,5786685220,f74b1150,A,snh48,44
10198,10,SNH,张馨月,张 馨月,Zhang XinYue,ZXY,106,Ft,1009,SNH48 九期生,宝半,上海丝芭文化传媒集团有限公司,2018-02-03,164,04.04,白羊座,星星白羊座，星星的一周，4.3-4.10,中国 四川 ,跳舞、韩语,说唱、弹唱,2018.02.03 加入SNH48九期生<br>2018.02.03 加入SNH48TeamFt队（TeamFt）,大家好，我是SNH48 Team Ft的张馨月。,6502269475,42c4bcd1,-,snh48,44
10142,10,SNH,成珏,成 珏,Cheng Jue,CJ,150,预备生,1006,SNH48 六期生,珏珏、蛋卷,上海丝芭文化传媒集团有限公司,2016-03-26,167,01.03,摩羯座,决心摩羯座，决心的一周，1.3-1.9,中国 上海 ,钢琴,绘画，网游,2016.03.26 加入SNH48六期生<br>2016.03.26 加入SNH48TeamS队（TeamSII）<br>2018.02.03 加入SNH48Team预备生,白玉微瑕，爽玉成珏,5861419679,56c79838,B,snh48,44
