sid,gid,gname,sname,fname,pinyin,abbr,tid,tname,pid,pname,nickname,company,join_day,height,birth_day,star_sign_12,star_sign_48,birth_place,speciality,hobby,experience,catch_phrase,weibo_uid,weibo_verifier,blood_type,tieba_kw,status
20001,20,BEJ,陈美君,陈 美君,Chen MeiJun,CMJ,201,B,1005,SNH48 五期生,MIMI,北京丝芭文化传媒有限公司,2015-07-25,162,01.15,摩羯座,支配摩羯座，支配的一周，1.10-1.16,中国 广东 ,钢琴、吉他,旅游、宅,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamB<br>2018.07.28 SNH48 GROUP第五届总决选第四十三名<br>2018.07.28 BEJ48 TOP16 第九名<br>2018.10.27 SNH48 GROUP第四届风尚大赏第二名,大家好，我是snh48五期生陈美君，大家可以叫我mimi。,5681353210,8fdcb4d4,B,bej48,99
20003,20,BEJ,段艺璇,段 艺璇,Duan YiXuan,DYX,201,B,1005,SNH48 五期生,大可爱、二米一的大阿璇,北京丝芭文化传媒有限公司,2015-07-25,159,08.19,狮子座,狮子处女座，敞开的交界，8.19-8.25,中国 湖南 ,喝东西超级快,听歌唱歌,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamB<br>2016.07.30 SNH48第三届总选举第四十三名<br>2016.07.30 BEJ48 TOP7 第二名<br>2016.09.15 BEJ48TeamB 队长任命<br>2017.07.29 SNH48 GROUP第四届总决选第十三名<br>2017.07.29 BEJ48 TOP16 第一名<br>2018.07.28 SNH48 GROUP第五届总决选第十五名<br>2018.07.28 BEJ48 TOP16 第二名,一二！一二一！一二一！段艺璇今天二米一！！,5681004199,8fdcb4d4,O,bej48,99
20058,20,BEJ,胡丽芝,胡 丽芝,Hu LiZhi,HLZ,201,B,2002,BEJ48 二期生,梨汁 瑶瑶,北京丝芭文化传媒有限公司,2017-03-11,162,10.08,天秤座,社会天秤座，社会的一周，10.3-10.10,中国 湖南 ,韩语 拉丁舞 爵士舞 小提琴 大胃王,练舞 看别人练舞 打游戏,2017.03.11 加入BEJ48 二期生<br>2017.04.20 加入BEJ48 TEAM B<br>2018.07.28 SNH48 GROUP第五届总决选第六十六名<br>2018.07.28 BEJ48 TOP16 第十六名,,6212646098,221cfd77,O,bej48,99
20006,20,BEJ,胡晓慧,胡 晓慧,Hu XiaoHui,HXH,201,B,1005,SNH48 五期生,包子,北京丝芭文化传媒有限公司,2015-07-25,160,09.16,处女座,真我处女座，真我的一周，9.11-9.18,中国 河南 ,舞蹈、接受能力强,跳高、羽毛球、看电影,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48 TeamXII队（TeamXII）<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48 TeamB<br>2016.07.30 BEJ48 TOP7 第六名<br>2017.07.29 SNH48 GROUP第四届总决选第三十四名<br>2017.07.29 BEJ48 TOP16 第三名<br>2018.07.28 SNH48 GROUP第五届总决选第三十九名<br>2018.07.28 BEJ48 TOP16 第八名,小小晓慧有智慧，小小智慧是晓慧。,5691238431,2ee05fd2,-,bej48,99
20007,20,BEJ,刘姝贤,刘 姝贤,Liu ShuXian,LSX,201,B,1006,SNH48 六期生,猪仙,北京丝芭文化传媒有限公司,2016-01-18,164,04.16,白羊座,先锋白羊座，先锋的一周，4.11-4.18,中国 山东 枣庄,散打  二胡,跳舞  游戏  看书  收拾东西,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamB<br>2016.09.15 BEJ48TeamB 副队长任命<br>2017.07.29 SNH48 GROUP第四届总决选第三十五名<br>2017.07.29 BEJ48 TOP16 第四名<br>2018.07.28 SNH48 GROUP第五届总决选第五十九名<br>2018.07.28 BEJ48 TOP16 第十三名,,5886797197,f1466c1c,-,bej48,99
20008,20,BEJ,林溪荷,林 溪荷,Lin XiHe,LXH,201,B,1006,SNH48 六期生,悠唐慈父,北京丝芭文化传媒有限公司,2016-01-18,173,06.20,双子座,双子巨蟹座，神奇的交界，6.19-6.24,中国 云南 ,钢琴 画画 架子鼓,摄影 美食 舞蹈 烹饪,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamB<br>2018.10.27 SNH48 GROUP第四届风尚大赏第四名,,5886997271,f1466c1c,B,bej48,99
20061,20,BEJ,毛其羽,毛 其羽,Mao QiYu,MQY,201,B,2002,BEJ48 二期生,猫吃鱼，猫仔，小笼猫,北京丝芭文化传媒有限公司,2017-03-11,164,12.01,射手座,独立射手座，独立的一周，11.25-12.2,中国 上海 ,日语，发呆，女子力，笑颜,听歌，假面骑士，jojo的奇妙冒险，可爱的东西，收集小豆狸玩偶，胖鸽子,2017.03.11 加入BEJ48 二期生<br>2017.04.20 加入BEJ48 TEAM B,,6206250173,221cfd77,O,bej48,99
20010,20,BEJ,青钰雯,青 钰雯,Qing YuWen,QYW,201,B,1006,SNH48 六期生,鱼丸,北京丝芭文化传媒有限公司,2016-01-18,167,01.18,摩羯座,摩羯水瓶座，神秘幻想的交界，1.17-1.22,中国 四川 南充,唱歌  耍杂技 羽毛球  走路 煲鸡汤,健身 唱k 旅游 养生 游乐园,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamB<br>2016.07.30 BEJ48 TOP7 第四名<br>2017.07.29 BEJ48 TOP16 第十六名<br>2018.07.28 SNH48 GROUP第五届总决选第四十七名<br>2018.07.28 BEJ48 TOP16 第十名<br>2018.10.27 SNH48 GROUP第四届风尚大赏第一名,,5886798137,f1466c1c,B,bej48,99
20073,20,BEJ,沈小爱,沈 小爱,Shen XiaoAi,SXA,201,B,2002,BEJ48 二期生,兔子、大爱,北京丝芭文化传媒有限公司,2017-05-03,161,12.07,射手座,原创射手座，原创的一周，12.3-12.10,中国 广东 ,唱歌、尤克里里、跳舞,唱歌,2017.05.03 加入BEJ48二期生<br>2017.05.04 加入BEJ48 TEAM B,大爱生小爱，大家好，我是沈小爱。,6249091150,7a03ea6a,O,bej48,99
20062,20,BEJ,孙晓艳,孙 晓艳,Sun XiaoYan,SXY,201,B,2002,BEJ48 二期生,小眼，小幸运,北京丝芭文化传媒有限公司,2017-03-11,173,11.29,射手座,独立射手座，独立的一周，11.25-12.2,中国 黑龙江 ,尤克里里，做饭，吃西瓜,玩4399小游戏,2017.03.11 加入BEJ48 二期生<br>2017.04.20 加入BEJ48 TEAM B,,6206252683,221cfd77,-,bej48,99
20013,20,BEJ,田姝丽,田 姝丽,Tian ShuLi,TSL,201,B,1005,SNH48 五期生,甜甜、丽丽,北京丝芭文化传媒有限公司,2015-07-25,165,11.09,天蝎座,深奥天蝎座，深奥的一周，11.3-11.11,中国 江苏 ,二胡、书法、跳舞,唱歌、吃东西、旅游,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamB,哩哩哩哩哩哩哩，哩哩哩哩哩，还有那会唱歌的田姝丽。,5786991235,f74b1150,O,bej48,99
20017,20,BEJ,熊素君,熊 素君,Xiong SuJun,XSJ,201,B,1005,SNH48 五期生,小熊,北京丝芭文化传媒有限公司,2015-07-25,165,09.09,处女座,神秘处女座，谜样的一周，9.3-9.10,中国 江西 ,唱歌、做奶茶、胡思乱想、演戏,买东西、韩语、羽毛球、吃火锅,2015.07.25 加入SNH48五期生<br>2015.12.04 加入SNH48TeamXII队（TeamXII）<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamB,我不想不想长大，我宁愿永远又笨又傻。大家好我是snh48，五期生熊素君，大家可以叫我，熊熊shelly。,5787002847,f74b1150,O,bej48,99
20019,20,BEJ,闫明筠,闫 明筠,Yan MingJun,YMJ,201,B,1004,SNH48 四期生,菌菇,北京丝芭文化传媒有限公司,2015-01-31,171,02.11,水瓶座,接纳水瓶座，接纳的一周，2.8-2.15,中国 河南 ,空翻、尤克里里、中国舞,宅舞、画画、煎鸡蛋、尤克里里,2015.01.31 加入SNH48四期生<br>2015.04.17 加入SNH48 TeamX队（TeamX）<br>2016.09.15 移籍至BEJ48<br>2016.09.15 加入BEJ48TeamB<br>2018.07.28 SNH48 GROUP第五届总决选第六十五名<br>2018.07.28 BEJ48 TOP16 第十五名<br>2018.10.27 SNH48 GROUP第四届风尚大赏第六名,,5490236021,6ca4d59d,B,bej48,99
20081,20,BEJ,杨鑫,杨 鑫,Yang Xin,YX,201,B,2003,BEJ48 三期生,Jojo,北京丝芭文化传媒有限公司,2018-01-19,165,11.23,射手座,天蝎射手座，变革的交界，11.19-11.24,中国 北京 ,烹饪,游戏、追剧听歌、吃,2018.01.19 加入BEJ48三期生<br>2018.01.19 加入BEJ48 TeamB,一个金、两个金、三个金，大家好我是杨鑫,6425862896,e8d0d68c,-,bej48,99
20082,20,BEJ,周洁艺,周 洁艺,Zhou JieYi,ZJY,201,B,2003,BEJ48 三期生,树下、树树、麻雀,北京丝芭文化传媒有限公司,2018-01-19,164,10.29,天蝎座,强烈天蝎座，强烈的一周，10.26-11.2,中国 江苏 ,滑冰、滑板、打电玩,义工、看电影、徒步旅行,2018.01.19加入BEJ48三期生<br>2018.01.19 加入BEJ48 TeamB,智慧树上智慧果，智慧树前你和我,6401320822,ee5c07d8,-,bej48,99
20021,20,BEJ,张梦慧,张 梦慧,Zhang MengHui,ZMH,201,B,1006,SNH48 六期生,芝麻,北京丝芭文化传媒有限公司,2016-01-18,165,12.03,射手座,原创射手座，原创的一周，12.3-12.10,中国 江苏 ,跳绳  书法 游泳,动漫  睡觉  滑冰  爵士舞,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamB<br>2017.07.29 BEJ48 TOP16 第十四名,,5891710058,3996e0bb,O,bej48,99
20024,20,BEJ,陈倩楠,陈 倩楠,Chen QianNan,CQN,202,E,1006,SNH48 六期生,小巨人,北京丝芭文化传媒有限公司,2016-01-18,163,03.19,双鱼座,双鱼白羊座，新生的交界，3.19-3.24,中国 天津 ,腿特长,唱歌 跳舞 动漫  小说,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamE<br>2017.07.29 BEJ48 TOP16 第十五名<br>2017.11.18 SNH48 GROUP第三届风尚大赏第三名<br>2018.07.28 SNH48 GROUP第五届总决选第三十七名<br>2018.07.28 BEJ48 TOP16 第六名,,5880065475,52cca364,-,bej48,99
20025,20,BEJ,冯思佳,冯 思佳,Feng SiJia,FSJ,202,E,1006,SNH48 六期生,小北 元素,北京丝芭文化传媒有限公司,2016-01-18,160,01.03,摩羯座,决心摩羯座，决心的一周，1.3-1.9,中国 浙江 嘉兴,茶艺 颜艺,表演  简笔,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamE<br>2018.07.28 SNH48 GROUP第五届总决选第二十九名<br>2018.07.28 BEJ48 TOP16 第三名,,5880065587,52cca364,-,bej48,99
20078,20,BEJ,李娜,李 娜,Li Na,LN,202,E,2003,BEJ48 三期生,糖豆,北京丝芭文化传媒有限公司,2017-11-25,158,09.22,处女座,处女天秤座，美的交界，9.19-9.24,中国 河北 ,追星,听音乐,2017.11.25 加入BEJ48 三期生<br>2017.11.25 加入BEJ48 TEAM E,每天一颗糖，我就是糖豆儿。,6402576796,75ebe0a7,-,bej48,99
20028,20,BEJ,刘胜男,刘 胜男,Liu ShengNan,LSN,202,E,1006,SNH48 六期生,小树,北京丝芭文化传媒有限公司,2016-01-18,161,09.09,处女座,神秘处女座，谜样的一周，9.3-9.10,中国 湖北 ,绘画 舞蹈,看电影 摄影 听音乐 睡觉 吃甜食,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamE<br>2016.09.15 BEJ48TeamE 副队长任命<br>2017.07.29 BEJ48 TOP16 第七名,,5886797095,f1466c1c,-,bej48,99
20029,20,BEJ,李诗彦,李 诗彦,Li ShiYan,LSY,202,E,1006,SNH48 六期生,rainy  尔康,北京丝芭文化传媒有限公司,2016-01-18,164,03.17,双鱼座,梦想家双鱼座，舞者与梦想家的一周，3.11-3.18,中国 湖南 ,画画   表演,逛街  吃东西  看电影,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamE,,5880066349,52cca364,B,bej48,99
20030,20,BEJ,李想,李 想,Li Xiang,LX,202,E,1006,SNH48 六期生,想想,北京丝芭文化传媒有限公司,2016-01-18,158,02.05,水瓶座,不要麻烦水瓶座，青春自在的一周，1.31-2.7,中国 北京 ,舞蹈,旅行 看电影,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamE<br>2016.09.15 BEJ48TeamE 队长任命<br>2017.07.29 BEJ48 TOP16 第十二名,,5879771257,52cca364,A,bej48,99
20031,20,BEJ,罗雪丽,罗 雪丽,Luo XueLi,LXL,202,E,1006,SNH48 六期生,"Sherry,冰糖雪梨",北京丝芭文化传媒有限公司,2016-01-18,166,06.06,双子座,语言双子座，新语言的一周，6.3-6.10,中国 贵州 贵阳,吉他  贝斯,摇滚,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamE,,5886797408,f1466c1c,A,bej48,99
20032,20,BEJ,李媛媛,李 媛媛,Li YuanYuan,LYY,202,E,1006,SNH48 六期生,布丁,北京丝芭文化传媒有限公司,2016-01-18,160,07.01,巨蟹座,同理心巨蟹座，同理心的一周，6.25-7.2,中国 福建 ,舞蹈  表演,画画  运动 烹饪 逛超市,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamE<br>2017.07.29 SNH48 GROUP第四届总决选第五十七名<br>2017.07.29 BEJ48 TOP16 第六名,,5879771383,52cca364,-,bej48,99
20033,20,BEJ,李梓,李 梓,Li Zi,LZ,202,E,1006,SNH48 六期生,荔枝,北京丝芭文化传媒有限公司,2016-01-18,158,08.30,处女座,系统化处女座，系统化的一周，8.26-9.2,中国 四川 内江市,舞蹈  咏春拳  绘画,绘画  cosplay  宅舞,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamE<br>2016.07.30 SNH48第三届总选举第二十七名<br>2016.07.30 BEJ48 TOP7 第一名<br>2017.07.29 SNH48 GROUP第四届总决选第四十六名<br>2017.07.29 BEJ48 TOP16 第五名<br>2018.07.28 SNH48 GROUP第五届总决选第五十七名<br>2018.07.28 BEJ48 TOP16 第十二名,,5880066726,52cca364,AB,bej48,99
20034,20,BEJ,马玉灵,马 玉灵,Ma YuLing,MYL,202,E,1006,SNH48 六期生,玉子,北京丝芭文化传媒有限公司,2016-01-18,166,10.06,天秤座,社会天秤座，社会的一周，10.3-10.10,中国 四川 简阳,跑步 腿特长,看电影 唱歌 跳舞 游泳,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamE<br>2018.07.28 SNH48 GROUP第五届总决选第三十五名<br>2018.07.28 BEJ48 TOP16 第五名,,5886797829,f1466c1c,-,bej48,99
20035,20,BEJ,苏杉杉,苏 杉杉,Su ShanShan,SSS,202,E,1006,SNH48 六期生,Air  33,北京丝芭文化传媒有限公司,2016-01-18,160,03.23,白羊座,双鱼白羊座，新生的交界，3.19-3.24,中国 湖北 ,宅舞  手工  手撕快递,动漫  电吉他,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamE<br>2016.07.30 BEJ48 TOP7 第七名<br>2017.07.29 SNH48 GROUP第四届总决选第二十一名<br>2017.07.29 BEJ48 TOP16 第二名<br>2018.07.28 SNH48 GROUP第五届总决选第十四名<br>2018.07.28 BEJ48 TOP16 第一名,,5886998602,f1466c1c,-,bej48,99
20036,20,BEJ,顼凘炀,顼 凘炀,Xu SiYang,XSY,202,E,1006,SNH48 六期生,小星,北京丝芭文化传媒有限公司,2016-01-18,165,03.22,白羊座,双鱼白羊座，新生的交界，3.19-3.24,中国 内蒙古 呼和浩特,保密,表情包  睡觉  吃东西,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamE<br>2017.07.29 BEJ48 TOP16 第十一名,,5891500145,3996e0bb,-,bej48,99
20037,20,BEJ,杨一帆,杨 一帆,Yang YiFan,YYF,202,E,2001,BEJ48 一期生,木易,北京丝芭文化传媒有限公司,2016-07-16,162,05.17,金牛座,纯真金牛座，纯真的一周，5.11-5.18,中国 新疆 ,手作 美术 烹饪 雕刻 古琴,看电影 养狗 动漫,2016.07.16 加入BEJ48一期生 <br>2016.10.01 加入BEJ48 TeamE,,6013822815,b3dc3a7a,B,bej48,99
20039,20,BEJ,张笑盈,张 笑盈,Zhang XiaoYing,ZXY,202,E,1006,SNH48 六期生,kona,北京丝芭文化传媒有限公司,2016-01-18,163,08.21,狮子座,狮子处女座，敞开的交界，8.19-8.25,中国 四川 达州市,画画  跑步,摄影  做饭  看电影,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamE<br>2017.11.18 SNH48 GROUP第三届风尚大赏第九名,,5891711600,3996e0bb,-,bej48,99
20040,20,BEJ,郑一凡,郑 一凡,Zheng YiFan,ZYF,202,E,1006,SNH48 六期生,麻球  琉媛,北京丝芭文化传媒有限公司,2016-01-18,160,05.09,金牛座,老师金牛座，老师的一周，5.3-5.10,中国 北京 ,记忆力  表演,ACG  刻橡皮章  看书,2016.01.18 加入SNH48六期生<br>2016.04.20 移籍至BEJ48<br>2016.04.20 加入BEJ48TeamE,,5891502165,3996e0bb,-,bej48,99
20041,20,BEJ,陈雅钰,陈 雅钰,Chen YaYu,CYY,203,J,2001,BEJ48 一期生,多肉,北京丝芭文化传媒有限公司,2016-07-16,156,10.04,天秤座,社会天秤座，社会的一周，10.3-10.10,中国 湖北 ,写故事 葫芦丝 电子琴 韩语,听歌 画画 看电影 料理 手工制作,2016.07.16 加入BEJ48一期生 <br>2016.10.01 加入BEJ48 TeamJ,,6017289512,7e5b1e6d,O,bej48,99
20042,20,BEJ,房蕾,房 蕾,Fang Lei,FL,203,J,2001,BEJ48 一期生,房总 蕾宝,北京丝芭文化传媒有限公司,2016-07-16,167,07.21,巨蟹座,巨蟹狮子座，摆荡的交界，7.19-7.25,中国 山东 ,插刀补刀 自黑,只要跟水有关的活动都喜欢,2016.07.16 加入BEJ48一期生 <br>2016.10.01 加入BEJ48 TeamJ<br>2017.11.18 SNH48 GROUP第三届风尚大赏第十三名,,6013823016,b3dc3a7a,AB,bej48,99
20043,20,BEJ,葛司琪,葛 司琪,Ge SiQi,GSQ,203,J,2001,BEJ48 一期生,葛格 鲜鲜,北京丝芭文化传媒有限公司,2016-07-16,166,09.08,处女座,神秘处女座，谜样的一周，9.3-9.10,中国 黑龙江 ,滑冰 朗诵,吃加糖的麻辣烫,2016.07.16 加入BEJ48一期生 <br>2016.10.01 加入BEJ48 TeamJ<br>2018.07.28 SNH48 GROUP第五届总决选第六十名<br>2018.07.28 BEJ48 TOP16 第十四名,,6013595120,af59efcb,B,bej48,99
20044,20,BEJ,黄恩茹,黄 恩茹,Huang EnRu,HER,203,J,2001,BEJ48 一期生,ruru,北京丝芭文化传媒有限公司,2016-07-16,165,05.05,金牛座,老师金牛座，老师的一周，5.3-5.10,中国 浙江 ,唱歌 弹琴 吃,听音乐 看电影 唱歌 跳舞 吃,2016.07.16 加入BEJ48一期生 <br>2016.10.01 加入BEJ48 TeamJ<br>2017.07.29 BEJ48 TOP16 第十名<br>2018.07.28 SNH48 GROUP第五届总决选第三十八名<br>2018.07.28 BEJ48 TOP16 第七名,,6013611098,b3dc3a7a,O,bej48,99
20080,20,BEJ,何阳青青,何阳 青青,HeYang QingQing,HYQQ,203,J,2003,BEJ48 三期生,青青,北京丝芭文化传媒有限公司,2017-11-26,163,07.21,巨蟹座,巨蟹狮子座，摆荡的交界，7.19-7.25,中国 湖北 ,舌头特长,健身、动漫、宅,2017.11.26 加入BEJ48 三期生<br>2017.11.26 加入BEJ48 TEAM J,甩掉不开心，那就亲亲。,6391270321,ee5c07d8,-,bej48,99
20068,20,BEJ,金锣赛,金 锣赛,Jin LuoSai,JLS,203,J,2002,BEJ48 二期生,赛赛 小田螺 小金猪,北京丝芭文化传媒有限公司,2017-03-11,164,07.04,巨蟹座,个性巨蟹座，个性的一周，7.3-7.10,中国 浙江 ,可以自娱自乐,写字 手工DIY 去有沙滩的海,2017.03.11 加入BEJ48 二期生<br>2017.04.20 加入BEJ48 TEAM J,,6206089818,ec9e4acc,B,bej48,99
20069,20,BEJ,兰昊,兰 昊,Lan Hao,LH,203,J,2002,BEJ48 二期生,Alan、阿兰,北京丝芭文化传媒有限公司,2017-03-11,163,11.27,射手座,独立射手座，独立的一周，11.25-12.2,中国 北京 ,唱歌 茶道 腿特长 吃东西特快,喜剧 表演 柯南 剁手 逛吃逛吃,2017.03.11 加入BEJ48 二期生<br>2017.04.20 加入BEJ48 TEAM J,,6210709458,ec9e4acc,O,bej48,99
20045,20,BEJ,李泓瑶,李 泓瑶,Li HongYao,LHY,203,J,2001,BEJ48 一期生,蛟娇 焦糖,北京丝芭文化传媒有限公司,2016-07-16,163,03.30,白羊座,孩子气白羊座，小孩的一周，3.25-4.2,中国 云南 ,LOL 模仿 特能吃,唱歌 跳舞 逛街 美食 表演,2016.07.16 加入BEJ48一期生 <br>2016.10.01 加入BEJ48 TeamJ,,6013595694,af59efcb,B,bej48,99
20046,20,BEJ,刘闲,刘 闲,Liu Xian,LX,203,J,2001,BEJ48 一期生,雪饼,北京丝芭文化传媒有限公司,2016-07-16,159,09.27,天秤座,完美天秤座，完美主义的一周，9.25-10.2,中国 四川 ,长跑 特别挑食 川普,唱歌 玩手机 吃面,2016.07.16 加入BEJ48一期生 <br>2016.10.01 加入BEJ48 TeamJ,,5617036654,11874c03,A,bej48,99
20070,20,BEJ,刘一菲,刘 一菲,Liu YiFei,LYF,203,J,2002,BEJ48 二期生,一 一,北京丝芭文化传媒有限公司,2017-03-11,160,12.07,射手座,原创射手座，原创的一周，12.3-12.10,中国 山东 ,睫毛特长,手工，颜艺,2017.03.11 加入BEJ48 二期生<br>2017.04.20 加入BEJ48 TEAM J,,6210698348,ec9e4acc,A,bej48,99
20071,20,BEJ,乔钰珂,乔 钰珂,Qiao YuKe,QYK,203,J,2002,BEJ48 二期生,乔儿 小可乐,北京丝芭文化传媒有限公司,2017-03-11,165,03.23,白羊座,双鱼白羊座，新生的交界，3.19-3.24,中国 河南 ,脸特长,小品,2017.03.11 加入BEJ48 二期生<br>2017.04.20 加入BEJ48 TEAM J,,6206092468,ec9e4acc,-,bej48,99
20047,20,BEJ,任心怡,任 心怡,Ren XinYi,RXY,203,J,2001,BEJ48 一期生,柚柚 怡夏子,北京丝芭文化传媒有限公司,2016-07-16,166,10.18,天秤座,戏剧天秤座，戏剧的一周，10.11-10.18,中国 山西 ,给成员画头像,玩空竹 捏黏土,2016.07.16 加入BEJ48一期生 <br>2016.10.01 加入BEJ48 TeamJ,,6013595317,af59efcb,O,bej48,99
